review,target
"At first I was weirded out that a TV show's main character could bring the dead back to life, but then I thought I'd give it a shot. Guess what? I love ""Pushing Daisies"" and look forward to Wednesday nights just to watch it, then for the next week I watch it a few more times on my DVR. The colorful characters, witty banter, fast-paced dialogue, and new unique situations draws me in and captivates from beginning to end. Ned and Chuck Charles' relationship is interesting to watch as they work their romance around the fact that they cannot have physical contact. Even Detective Emerson Cod's character has continued to grow in complexity. And Olive Snook! Jiminy Crispies! She cracks me up! The narrator's voice is fun to listen to and the cinematography gives me the impression that I am watching a movie instead of a TV show. I have recommended my family and friends to turn on ""Pushing Daisies"" and they are hooked too!!! The show is well worth waiting a week for a new episode and if you have not seen ""P.D."", I highly recommend watching it!",1
"This is quite possibly the worst Christmas film ever. The plot is virtually non-existent, the acting (Affleck in particular) is poor at best. Ben Affleck fans will probably defend this film but deep down they must agree. As far as I could gather the plot consisted of Ben Affleck, a millionaire salesman, is told by a shrink to go to a place that reminds him of his childhood and burn a list of things he wanted to forget from his childhood. On doing this he ends up paying the family currently living in the house to be his family for Christmas... and that is it. The film goes on and eventually he gets together with the daughter of the family.... blah blah blah.",0
"I can see little girls enjoying this show, but calling this a family show is ridiculous. I'm amazed how well remembered it is after all these years. It's an extremely unfunny and stupid show about widowed father of three living with his dead wife's brother and his stupid friend from school, and others as the seasons go on. All of the plot lines generally have a really dumb lesson. In the middle of each episode somebody is mad at somebody else and each episode they make up and it ends on a light unfunny joke. As for the actors, I didn't like them either. Bob Saget was painfully unfunny as the dad with the mom responsibilities. Dave Coulier is a one note joke 30 something year old that does cartoon voices and acts like a kid, and he's horrid. John Stamos was the most tolerable character but he was so clichéd it was hard to watch him. The oldest girl, DJ, on the show was a genuinely bad actress and showed no emotion ever. The middle girl Stephanie was too clichéd as the annoying little sister. The youngest girl Michelle showed what bad actresses the Olsen twins were. You can always tell when they are switching them off. The plot lines to too many story lines were so unrealistically stupid it's cringe worthy. This is a ""family"" show that tried to replace any good substance with cuteness and love, and though those are needed for a show about a family they overdid it way too much. This will be remembered as my least favorite sit-com from the 80's and 90's.<br /><br />My rating: Terrible show. TVG 30 mins.",0
"The Young Victoria is a beautiful film and has presented Queen Victoria in a different light to what everyone thinks about her. The films wipes away the ""I am not amused"" impression of Queen Victoria and shows she was a cheerful young woman.<br /><br />As I love history, particularly Victorian history, you can imagine my reaction when i first saw this film advertised, i was so so so excited and counted down the days until it came to the cinemas. I was a little worried that it wouldn't be historically accurate, but it was and I loved it. I found out new facts about Queen Victoria that didn't know before and it interested me greatly.<br /><br />Queen Victoria in many lights was one of our all time greatest Monarchs, and this film paints a picture of her real personality and what her life was like. She was treated so badly by her mothers adviser Sir John Conroy, because he wanted Britain to have a regency. This was what inspired Victoria to be a fantastic Queen, which she was! The romance between her and Albert was so deep and this was very well done by Emily Blunt and Rupert Friend, who were both brilliant! The Young Victoria is a heart felt love story but at the same time a great look into a major part of British History...I LOVE IT!!!!!!!!! 10/10 ... no doubt!",1
"OK well i found this movie in my dads old pile of movies and it looked pretty good from the cover but the movie actually sucked!! OK the first story with the swimmer was pretty good but it took a while to get into, then the one with the boy was completely retarded! It wasn't even scary! His dream sounds like a little kid's bedtime story. Then the news girls one was completely retarded too. I'm sure someones going to call up the news guy and ask him to go out with you. But that one ended cool where she stabbed him and she was in the hospital and she saw him on t.v and he said all that junk to her. Next was that pretty gay story about the guy who brought back the dead people..OMG its so stupid I'm not even going to say any more about it.The last one was the best. It wasn't that scary but the idea of the story was pretty cool..uh yeah the girl gets possessed and she kills all her classmates or something. Then when they're all done telling their dreams to each other the losers get on the bus (TO HELL AHAHAHAH) and they see all the people from their dreams on the bus(Ha). The End.",0
"""Pickup On South Street"" is a high speed drama about a small time criminal who suddenly finds himself embroiled in the activities of a group of communists. The action is presented in a very direct and dynamic style and the momentum is kept up by means of some brilliant editing. The use of a wide variety of different camera angles and effective close-ups also contribute to the overall impression of constant motion and vitality. Samuel Fuller's style of directing and the cinematography by Joseph MacDonald are excellent and there are many scenes which through their composition and lighting produce a strong sense of mood and atmosphere.<br /><br />Ace pickpocket and repeat offender Skip McCoy (Richard Widmark) gets into deep water when he steals a wallet from a young woman named Candy (Jean Peters) on the New York subway. She was being used by her ex-boyfriend Joey (Richard Kiley) to make a delivery to one of his contacts in a communist organisation and unknown to her, she was carrying US Government secrets recorded on microfilm. Two FBI agents had been following Candy and witnessed the theft. One of the agents continues to tail her back to Joey's apartment and the other, Zara (Willis Bouchey), visits Police Captain Dan Tiger (Murvyn Vye). Zara explains that the FBI has been following Candy for some months as part of their pursuit of the ringleader of a communist group.<br /><br />In order to identify the pickpocket, Tiger calls in a ""stoolie"" called Moe (Thelma Ritter) who after being given a precise description of the ""cannon's"" method of working makes a list of eight possible suspects. Once Tiger sees Skip's name on the list he's immediately convinced that he's the man that they need to track down and he sends two detectives to arrest him. When Skip is brought into Tiger's office, Zara tells him about the microfilm and Tiger offers to drop any charges if he'll co-operate with the investigation. Skip is flippant and arrogant. He clearly doesn't trust Tiger and denies all knowledge of the theft on the subway.<br /><br />Joey orders Candy to find out who stole the microfilm and then retrieve it. Candy pays Moe for Skip's address and when Skip returns from being questioned by Tiger, he finds Candy searching his home and knocks her unconscious before stealing her money. When she recovers, Skip demands payment of $25,000 for the microfilm. She tells Joey about Skip's demand and Joey's boss gives him a gun and orders him to recover the microfilm by the following evening.<br /><br />Skip and Candy are attracted to each other and it's because of their uneasy, developing relationship that a means evolves by which they are able to shake off the attentions of the police. It soon becomes apparent, however, that resolving matters with the communist gang will only be achieved by more direct action.<br /><br />The depictions of Skip, Candy and Moe as characters that inhabit a seedy world in which they are forced to face considerable risks on a daily basis are powerful and compelling.<br /><br />Moe's work as a police informer is dependent on her knowledge of the people in her community but also those people know what she does and any one of them could seek their revenge at any time. She appears to be cunning and streetwise but also has her vulnerable side as she describes herself as ""an old clock running down"" and saves money to be able to have a decent burial in an exclusive cemetery in Long Island. Her belief that ""every buck has a meaning of its own"" leads her to sell any information regardless of danger, friendships or principles and yet there is one occasion where she refuses and this proves fatal. Thelma Ritter's performance certainly merited the Oscar nomination she earned for her role.<br /><br />Skip is a violent criminal with no concern for his victims and having already been convicted three times in the past, lives under the constant threat of being jailed for life if convicted again. Despite this, he still continues with his criminal activities and strangely, is merely philosophical when Moe betrays his whereabouts and then later, he even ensures that Moe receives the type of burial she valued so highly. Candy is an ex-hooker and someone whose activities constantly put her in peril but behind her hardened exterior a warmer side gradually becomes more evident. Widmark and Peters are both perfect for their roles and like Ritter portray the different facets of their personalities with great style and conviction.",1
"Quite possibly. How Francis Veber, one of the best comedy directors in the world (at least when sticking to his native France), managed to turn in a film so completely unwatchable is beyond the reason of mere mortal man to discern. It's not just that the characters are so unlikeable or that the film is so utterly devoid of even the lowest form of wit: it's genuinely physically painful to watch, such an endless parade of inept writing, acting and film-making that you cannot believe this is the work of experienced - and talented - filmmakers. For once the near-eternity spent in the cutting room and on the shelf before its blink-and-you'll-miss-it theatrical release tells the whole story. What were they thinking?",0
"With all of the violence on TV and in the local news, it is refreshing to have a show that has no violence or adult language, yet is still entertaining. My children look forward to watching with us every week. Each of us have a favorite chef and favorite judges. We all enjoy Elton Brown. We enjoy learning about the background of the main ingredient, unique vegetables and seasonings. We play along at home to guess who the winner will be.<br /><br />It is a great hour of entertainment, as well as informational. Best of all in our hussle, bussle life, it is an hour the family spends together.",1
This movie is perfect for families to watch together. It is a great film and it deserves more credit. The special effects are stunning and spectacular. Everyone who has children should share this with theirs.,1
"Words fail me. This film was extremely difficult to watch and in hindsight I really wish I hadn't done it. Although I attempted to sit through it until the end credits I have to admit I couldn't last for more than hour, so my opinion could be unfair. However, this film would require the most impressive final third in the history of film-making in order for it to be given a review which is anything but vicious.<br /><br />Please do not watch any part of this film.",0
"It's a tale that could have taken place anywhere really, given the right circumstances. Street entertainer catching the attention of famous opera star and friendship ensuing. The aging entertainer finds/buys a male child to pass his art to. From there, we follow them through the rigors of their challenging, but free life along the river. Traveling town to town, he performs and has some degree of notoriety. Despite the times and the influences, the man is kind and good.<br /><br />Overall, the performances are first rate, especially Xu Zhu, who portrays the street performer. The child (Renying Zhou) is beautiful, and downright strong, and withstands the overt prejudices well. The two protagonists, along with supporting help from the kind opera singer, Master Liang (an interestingly androgynous Zhao Zhigang), paint a very interesting tale of forgiveness, sadness and love. Some have mentioned this film's remote similarities to BA WANG BIE JI (FAREWELL MY CONCUBINE); yet this film can't stand easily on its own, any resemblance is remote at best.<br /><br />My only qualm with the KING OF MASKS, is the ending. It was weak, cliche and about as subtle as a sledgehammer. The audience was already wrapped up in the story, what was the needless manipulation for? What a shame. To bring a fine motion picture that far, only to surrender to emotional (and corny) pathos like that. It frankly made this film good, instead of the classic, it should've been. That aside, the KING OF MASKS is still very well worth your time. I was happy to see the Shaw Brothers are still producing good films. Highly recommended.",1
"This show has been my escape from reality for the past ten years. I will sadly miss it. Although Atlantis has filled the hole a small bit.<br /><br />The last ever episode of SG1(on television anyway)was beautifully done. Robert wrote something that felt close to reality. As though he was trying to explain what it was like on the set of the show. (Everyone working closely together for such a long time there are bound to up's and downs. But over the years they've turned into a family). I thought this was a wonderful way to end despite anyone else's criticisms.<br /><br />SG1 was something special and time and time again it took me across thresholds of disbelief and amazement. The wonderful characters, stories, directors, writers. From episode one I was hooked. The blend of action, science, drama and especially comedy worked so well that made me keep wanting more.<br /><br />There are no real words in which to completely express what this show meant to me. I can only thank those who kept the show so fresh and entertaining for so many years. It has inspired me to do many things that I thought was impossible.<br /><br />I look forward to the movies next year and I really hope there will be a number of them. I never want the show to die.<br /><br />Stargate SG1 - 1997 - 2007?",1
"Paulie was cute, cool, enjoyable and quite fulfilling. I went to this movie expecting to view a typical ""family"" movie, one that within moments would find me unconscious and drooling on the floor. My mindframe immediately changed when I was quickly captivated by the movie's wholesomeness. It is rare that you find a family movie that is thorough and can be coined ""wholesome"". Most are cheaply made, written and produced purely to attract young family members, who'll then drag the unfortunate elders to a mind numbing 65 minutes of overused sight gags and plots.<br /><br />Oh yes, Paulie had a plot. It told the story of a young girl(Marie) and her best friend Paulie the parrot, who unbelievably could talk and quite frequently held conversations with her. Marie's dorky jerk father found this unbelievable, and thought Paulie to be damaging to his 4-year old daughter's mental health, and quickly tore them apart. We follow Paulie's adventures (and misadventures) as he attempts to reunite with his beloved owner, meeting many memorable characters along the way. Oh yeah, Paulie really could (smart)talk and had a swift New Jersey accent. Cool. The plot held thick and entertaining throughout, keeping me attracted. Paulie is the best family movie I have found and wholeheartedly enjoyed. Ever. Seriously. Pick up a copy and sit back and enjoy a true family movie, with the whole family. No sleeping. I promise.",1
"This movie was for a while in my collection, but it wasn't before a friend of mine reminded me about it  until I decided that I should watch it. I did not know much about Close to Leo  just that it was supposed to be excellent coming out of age movie and it deals with a very serious topic  Aids. <br /><br />Although the person who has aids  is Leo  the scenario wraps around the way in which Marcel (the youngest brother of Leo) coupes with the sickness of his relative. At first everyone is trying to hide the truth from Marcel  he is believed to be too young to understand the sickness of his brother  the fact that Leo is also a homosexual contributes to the unwillingness of the parents to discus the matter with the young Marcel. I know from experience that on many occasions most older people do not want to accept the fact that sometimes even when someone is young this does not automatically means that he will not be able to accept the reality and act in more adequate manner then even themselves . With exception of the fact that the family tried to conceal the truth from Marcel, they have left quite an impression for me  the way they supported their son  even after discovering the truth about his sexuality and his sickness. The fact that they allowed the young Marcel to travel along with Leo to Paris to meet his ex boyfriend was quite a gesture from them most families I know will be reluctant to do that. There is a lot of warmth in the scenes in which the brothers spend some time together  you can see them being real friends , concern about each other.<br /><br />Close to Leo is an excellent drama, which I strongly recommend",1
"During the cheap filmed in video beginning of Crazy Fat Ethel II, I wondered if it was the same film that was on the cover. Unfortunately, it was. The story itself is mindlessly simple. Ethel, a homicidal maniac with an eating disorder, is released into a halfway house because of hospital overcrowding. She is by far the most sane resident watching while one man puts dead flies into another's soup. Ethel is then teased by one of the halfway house employees with a chocolate bar after he hits on the cost cutting measure of feeding the residents dog food. Ethel retaliates by strangling him with a wire noose on the stairs and then....well, you get the idea. If this all sounds like fun, it isn't. This film was poorly made with cheap effects and even worse acting. The characters are so wooden when delivering their lines that they should be standing out in front of a cigar store. To make matters worse, half of the film consists of flashbacks to the first Ethel movie, Criminally Insane, which is little better. A VERY poor effort.",0
"To put it simply, The Fan was a disappointment. It felt like as if I was watching Taxi Driver, except Taxi Driver was much better than this. It seemed like the filmmakers wanted us to root for Robert Deniro's character 100 percent. This approach didn't work.",0
"Even 20+ years later, Ninja Mission stands out as the worst movie I ever managed to sit through. Scandanavian ninjas silently enter a scene, fire their obnoxiously noisy sub-machine guns with wild abandon, and then silently leave. Wow, how will we find those silent invisible assassins? Just follow the shell casings and smoke!Painfully bad dialog (or was it brilliant and just poorly translated?), not an Asian in sight in the cast, and a whopping total of 3 Asians among the stunt crew. The plot is ridiculous, the acting pretty much non-existent - then again, ninja can't act! Save yourselves - avoid watching at all costs!",0
"Japan 1918. The story of 16-year old Ryu begins with the death of her father. As it will be revealed later, both of her parents have died of tuberculosis. In this desperate situation Ryus aunt has arranged a marriage with a Japanese man in Hawai, whom they know only from its picture. By her arrival in Hawai ryu discovers that her new husband is much older as in the photograph ,and that he lives in very humble circumstances beside a sugar cane plantage were he works on. Ryu not used to the hard labour on the plantage and in despair over her situation in her new home thinks of running away. She soon discovers that she has nowhere to go. The friendship to Kana, a female co-worker of hers, gives her new hope and strength. This picture is based on real events between 1907 and the 1920s, when thousands of Asian woman were married off to men in America, whom they only knew from their picture. This not very well known picture is well written and acted. The location is breathtaking. This film also features Mifune Toshiro in his very last screen appearance as a Benshi (narrator of silent movies). This film gives some insight of Japanese culture here and across the ocean. A must see!",1
"There are two points I need to make clear right at the beginning. First of all we all know what this year's Oscar's were REALLY all about this year. It was the Academy's way of showing people that they are no racist,and never have been. They wanted to clear all preconceived notions about themselves. Secondly, it's kinda pointless to make remarks about the show, because really, what difference will it make? But, it's fun to write about it. This is the year I became fed-up with the Oscar's! I will never watch the show again. Every year they do something wrong. Before Crowe wins for ""Gladaitor"" when they real winner should of been Ralph Fiennes for ""Sunshine"". If you haven't seen this movie yet, watch it and you'll agree. ""Eyes Wide Shut"" when released receieved no nominations. And as far as this year goes, well, the bad choices were all over the place! Baz Lurhmann gets no ""Best Director"" nomination! Are you joking!! ""A Beautiful Mind"" is up for ""Best Make-up""???? ""Training Day"" gets nominated?? The movie was awful, and it seemed like Washington didn't even turn in a performance, all he proved was, he knows how to use four letter words! That's what h won the award for! Take away the language and I bet he was almost playing himself! I liked ""Gosford Park"", I really did, but why 7 nominations? And how on Earth could they not give it too Altman! I mean, c'mon, if there just giving the award to people to clear up any bad feelings, what about Altman? The man has been in the public's eye for 32 years now and no Oscar! There were many, many things that bothered me about this year's Oscar's, but, I'll live with it, as long as I never have to watch another show again! The highpoint ( and the ONLY one) of the show was when Woody Allen made his first appearance ever to the award show. That will go down as one of the greatest moments in he history of the show.",0
"I fell in love with Emily Watson in Breaking the Waves, then grew even more fascinated by her range and adeptness in Hilary and Jackie. Now comes this stunning portrayal of a rich girl who spurns breeding and convention in favor of mothering the tortured soul of the child of a man clearly in need of mothering. Her eyes are the mirror to his soul --and what gentle and beautiful eyes they are.<br /><br />Those who take things literally will find Marleen Gorris' poetic and allegorical direction quite frustrating. Romantics who are willing to go with the amazing kinetic energy is this filmed allegorical poem will be well rewarded.",1
"this is without a doubt the worst most idiotic horrible piece o' crap i have ever watched.<br /><br />this movies plot is that some guy goes crazy and dresses up as santa claus and kills people BECAUSE he saw his mother give his father oral sex while he was dressed as santa clause. THAT IS WHY HE WENT INSANE? is it just me or is that the worst damn reason for someone to go insane like EVER? and that's not the only thing. i'm being serious when I say NOTHING HAPPENS IN THIS DAMN MOVIE. nothing until like 1 hour and 15 minutes of it have gone by.<br /><br />there's an entire friggin scene where he glues a friggin santa beard on to him. IT'S A FRIGGIN MINUTE LONG. WHO THE HELL WANTS TO SEE THAT? however i must say the ending of this movie made me crap myself laughing at it. so if you see this movie on TV or something come back in like 1 hour and 20 minutes just to watch without a doubt the worst ending in all of cinematic history. and i'm serious about that.<br /><br />it's not even so good its bad, it's tedious, it's idiotic, it made me want to break the vcr. it's just not worth your time also i'm sure every other review mentioned this but The actress who played the mother on Home Improvement was in this movie for a split second. YOU WANT TO KNOW HOW BAD THIS MOVIE IS? I'D RATHER WATCH HOME IMPROVEMENT FOR SIXTY SIX HOURS THEN EVEN LOOK AT THIS MOVIES COVER EVER AGAIN.",0
"A wonderful, free flowing, often lyrical film that whisks you along, ever smiling, even if there are truly shocking incidents along the way. One gasps at the way the women are treated and yet ultimately they seem to come through very well and it is much credit to all concerned that so many potentially disastrous scenes all work so very well. This is possibly Depardieu's best performance, certainly his most natural. Jeanne Moreau performs outstandingly in what must have been a very difficult role to play and including vigorous sex scenes with a couple of guys at least half her age. Miou-Miou is lovely throughout and again has very difficult scenes to play. Initially this seems a down and dirty misogynist rant/romp but as the tale and characters unfold a much more tender and honest picture emerges. In the end this uncompromising and daring film demands respect.",1
"I just viewed MURDER AT THE VANITIES in the newly-released Universal Pre-Code set, and I was amazed at how much I enjoyed the vehicle end to end. Most of the other commentators have covered the story, a murder mystery within a musical, but I wanted to add a few additional notes. Brisson and Carlisle are relatively bland, compared to even most of the minor players, and neither one really seems to have the proper voice for what they're singing (Carlisle being a trained opera singer, Brisson a bit wobbly on some of his high and low notes). The great Victor McLaglen and Jack Oakie play well off each other, with an excellent sense of timing that keeps the ball rolling between musical numbers. Yes, Lucille Ball and Ann Sheridan are Vanities girls, but let's not forget the splendid jazz singer Ernestine Anderson in the ""Ebony Rhapsody"" number. Gail Patrick makes one of her early appearances, sounding a bit like Eve Arden; Patrick would go on to become the executive producer of the Perry Mason TV series. Then there's Jessie Ralph as the wardrobe mistress--you'll spot her also in David COPPERFIELD (as Aunt Peggoty) and THE BANK DICK. The music is very good--Brisson introducing the standard ""Cocktails for Two"" in two different scenes; ""Sweet Marihuana"" with barely clad peyote button girls in the background (blood dripping on one chorine's white skin was wonderfully chilling); the ""Ebony Rhapsody,"" with Duke Ellington's Orchestra and a bevy of beautiful dancers, both black and white, mixing it up. And I believe this is one of the only early musicals to feature such a mix--and the costumes leave nothing to the imagination.",1
"Tom Hanks like you've never seen him before. Hanks plays Michael Sullivan, ""The Angel of Death"". He is a hitman for his surrogate father John Rooney(Paul Newman)an elderly Irish mob boss. Sullivan's young son(Tyler Hoechlin)witnesses what his father does for a living and both are soon on the road for seven weeks robbing banks to avenge the murder of Sullivan's wife and other son. Enter Jude Law as a reporter/photographer willing to kill Sullivan himself for the chance to add to his collection of photos of dead mobsters. Filmed beautifully catching the drama of life in the 30's. Sometimes the pace bogs down, but then a burst of graphic violence sustains the story. Director Sam Mendes directs this powerful drama about loyalty, responsibility, betrayal and the bonding of a secretive man and his young son. Other notable cast members are: Dylan Baker, Stanley Tucci, Daniel Craig and Jennifer Jason Leigh. Hanks again proves to be excellent in a very memorable movie. Make room for some Oscars!",1
"I'm not sure what Diane Silver was thinking when she was making this movie, but it obviously had nothing to do with Richard Wright's novel, which the movie is based on.<br /><br />We read the novel this past summer for AP English 12, and just watched the film. During periodic note-taking and checking of the clock, I contemplated the chances of being struck by lightning. Of course, the sky was completely clear, and I was forced to watch the rest of the movie... and then write a 5-paragraph essay on it.<br /><br />Wright's novel discussed very real themes, of the mind of a killer and the psychology behind it. Silver's movie turned a murderer into a victim, which is NOT what Wright wanted (see: ""How Bigger was Born"" 454).<br /><br />I'm going to make this short and sweet: if you want to leave your consciousness, in Raphael Lambert's words, unsullied, skip the movie and read the book. The 1986 adaptation is not thought-provoking material.<br /><br />... ::sigh:: Now I have to write the essay.",0
"OK. Not bad movie making if it were from an original script. BUT IT IS NOT!<br /><br />Which part of ""in this story there are no women, except for Foulata and Gagoola"" introduction by Haggard did the producers, directors and writers not understand? I mean, it is pretty plain English. I understood it at age 10!. The beauty of KSM is that it contains a spectacular description of three different worlds, the colonial Africa, the unforgiving desert and Kukuanaland, a hidden and isolated kingdom. That should be more than enough for even the most mediocre of producers to work with. But, nooo, they have to throw ""romance"" into it. Pathetic. Suggestion to all you poor souls who actually thought this would be close to the book. Give it up. Until a Peter Jackson wannabe comes along and ""does it right"" you may as well keep re-reading the tome. BTW, there is a sequel book (actually a pre-quel) called Allan's wife. It gives background to the story of Quatermain. It is a bit creepy but good.",0
"This warning against anti-semitism is well-meant and may have had its purpose at the time, but it is made without the slightest notion of how to make a film. The director has no idea about mise-en-scene; the cast varies from bad till even worse.<br /><br />The great Austrian comic Hans Moser is wasted. In his part he ends in an asylum for the crazy, that is designed as a set from Das Kabinett des Dr. Caligari; one wonders whether the makers had all their mental capabilities.<br /><br />The restored copy I saw (Dutch Filmmuseum) gives the impression that some scenes were not put into the right place, but may be the original editing was bad as well.",0
"This agonizing comedy-drama got surprisingly sterling reviews upon its release in 1979. I remember opening the movie-section of the L.A. Times and looking at a 2-page advertisement for ""Chapter Two"" filled with glowing captions like: ""Better than 'The Goodbye Girl'!"" and ""Neil Simon does it again!"" What does Neil Simon do? He takes an autobiographical situation (remarrying too soon after the death of a beloved spouse) and makes it rusty, unpleasant and--worst of all--unfunny. James Caan plays Neil--er..that is, George--a writer who can't seem to get back into life after losing his wife; enter spirited Marsha Mason (real-life Mrs. Simon...soon to be ex-Mrs. Simon) who attempts to love George despite his moods and general melancholy. Mason is very appealing here and might've saved the day were it not for Caan's indifference (not to mention a sub-plot concerning painfully-thin, blonde Valerie Harper which brings the proceedings to a screeching halt). I liked Mason's outburst at the end (""I am wonderful! I am NUTS about me!""), but I saw no happy ending for these two people...and time proved me right. ** from ****",0
"If you have seen the Sholay of 1975, Don't watch this movie. If you have NOT seen the Sholay of 1975, Go WATCH IT. But do not watch this movie. This movie has all the ingredients that could possibly have gone wrong with making a remake of Sholay. <br /><br />Amitabh 'Babban' Bachchan plays the role of a psycho villain to the best (Probably the only 40 mins of the reel that shouldn't be burnt). If you remove the rest of the movie and just watch amitabh play around with his character, it would still be worth a watch. But as Insp. Narsimha, Mohanlal doesn't do justice to his talent. Ajay Devgan(Heero) is extremely mundane and the only reason i think, they cast Prashant Raj in the role of Raj is because he has a striking resemblance to Amitabh of his young days. Sushmita Sen carries herself well, with grace and make-up. But the award for the ""WORST performance and any role till date"" must go to Nisha Kothari. She manages to degrade her acting to such levels that even high-school drama would would outshine her performance.<br /><br />If you have a mortal enemy, take him to this movie. :)",0
"When I am watching a film, I am aware that it is `just a movie,' but nonetheless I do like to allow myself to become engrossed as much as possible under the circumstances. I think this is what makes us cry, scream, laugh, or otherwise react emotionally as audience members, even though, deep down, we know it is `just a movie.' What I don't want is for the movie to remind me it is just a movie so that I am unable to slip into the aforementioned engrossment regardless of the quality of the film. This film's director chose to frequently use multi-angle camera shots simultaneously on the screen. Maybe it is just me, but I find this to be terribly distracting and downright irritating. They might as well run a continuous banner across the bottom of the screen reading, `Attention: This is just a movie. Do not allow yourself to become too interested or engrossed'. If I want `picture-in-picture', I'll activate it from my TV remote, but never during a movie I want to enjoy.",0
"Well I gave this movie a 7. It was better than ""Thirdspace"" but not as good as ""In the Beginning"" as far as the B5 movies go. I really think the television series did a much better job overall with the special effects and character portrayal. Let's hope the producers and cast get the next series ""Crusade"" up to the standards of B5.",1
"The plot is plausible but banal, i.e., beautiful and neglected wife of wealthy and powerful man has a fling with a psychotic hunk, then tries to cover it up as the psycho stalks and blackmails her. But, what develops from there is stupefyingly illogical. Despite the resources that are available to the usual couple who has money and influence, our privileged hero and heroine appear to have only one domestic, their attorney and local police (who say they can do nothing) at their disposal while they grapple with suspense and terror. They have no private security staff (only a fancy security system that they mishandle), household or grounds staff, chauffeurs, etc. Not even, apparently, the funds to hire private round-the-clock nurses to care for the hero when he suffers life-threatening injuries, leaving man and wife alone and vulnerable in their mansion. Our heroine is portrayed as having the brains of a doorknob and our hero, a tycoon, behaves in the most unlikely and irrational manner. The production is an insult to viewers who wasted their time with this drivel and a crime for having wasted the talents of veteran actors Oliva Hussey and Don Murray (what were they thinking?). And, shame on Lifetime TV for insulting the intelligence of its audience for this insipid offering.",0
"A bloody gangster story which takes place in the years of Great Depression. It tells us about another notorious hit-man, Michael (Mike) Salliwan. Somehow, this time the story turns the other way round: Mike fights to save his life and his only remaining son, because the rest of his family was killed due to dirty game of his own boss. He succeeds in his revenge and secures honorable future to his son, but gets killed in the end. Such stories never have happy end after all.<br /><br />The role of Mike Salliwan senior was wonderfully played by Tom Hanks, and the part of Mr. Rooney (the Mafia boss) was performed by Paul Newman. The film makes a great impression, and we hear the well-known phrase ""we rob banks"". This film is still worth watching although you could have expected something bigger from Sam Mendes after his American Beauty.",1
